Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201019:0610,0.0,5.12,0.18,2.81,6.92,1.93,0.0
20201019:0710,2.6,50.75,1.76,11.2,7.4,1.59,0.0
20201019:0810,0.0,81.86,2.81,18.48,8.23,2.34,0.0
20201019:0910,0.0,97.21,3.34,24.14,9.04,2.97,0.0
20201019:1010,2.02,135.08,4.66,27.64,9.91,3.38,0.0
20201019:1110,4.01,144.82,5.01,28.56,10.71,3.45,0.0
20201019:1210,2.03,126.54,4.36,26.78,10.94,3.1,0.0
20201019:1310,25.27,142.68,5.07,22.52,11.25,3.17,0.0
20201019:1410,18.34,100.24,3.54,16.28,11.52,2.83,0.0
20201019:1510,31.96,56.5,2.02,8.58,11.3,1.79,0.0
20201019:1610,0.0,0.0,0.0,0.0,10.54,1.45,0.0
20201019:1710,0.0,0.0,0.0,0.0,9.32,1.66,0.0
20201019:1810,0.0,0.0,0.0,0.0,7.63,1.86,0.0
20201019:1910,0.0,0.0,0.0,0.0,5.92,1.93,0.0
20201019:2010,0.0,0.0,0.0,0.0,4.61,2.07,0.0
20201019:2110,0.0,0.0,0.0,0.0,3.8,2.07,0.0
20201019:2210,0.0,0.0,0.0,0.0,3.3,2.0,0.0
20201019:2310,0.0,0.0,0.0,0.0,3.34,2.21,0.0
20201020:0010,0.0,0.0,0.0,0.0,3.24,2.14,0.0
20201020:0110,0.0,0.0,0.0,0.0,2.81,2.07,0.0
20201020:0210,0.0,0.0,0.0,0.0,2.45,2.34,0.0
20201020:0310,0.0,0.0,0.0,0.0,2.27,2.21,0.0
20201020:0410,0.0,0.0,0.0,0.0,2.03,2.21,0.0
20201020:0510,0.0,0.0,0.0,0.0,1.92,2.28,0.0
20201020:0610,0.0,6.82,0.23,2.55,1.79,2.21,0.0
20201020:0710,61.29,80.44,2.96,10.92,2.75,2.0,0.0
20201020:0810,69.59,135.62,5.01,18.18,6.07,1.93,0.0
20201020:0910,2.1,111.2,3.84,23.81,8.43,2.76,0.0
20201020:1010,0.0,101.48,3.49,27.29,10.38,3.1,0.0
20201020:1110,408.9,242.58,11.48,28.2,12.19,3.66,0.0
20201020:1210,0.0,112.56,3.87,26.42,13.64,3.93,0.0
20201020:1310,68.24,164.4,6.03,22.17,14.44,4.0,0.0
20201020:1410,0.0,46.05,1.58,15.94,14.3,3.66,0.0
20201020:1510,0.0,28.99,1.0,8.26,13.9,3.66,0.0
20201020:1610,0.0,0.0,0.0,0.0,13.25,3.72,0.0
20201020:1710,0.0,0.0,0.0,0.0,12.53,3.59,0.0
20201020:1810,0.0,0.0,0.0,0.0,11.88,3.45,0.0
20201020:1910,0.0,0.0,0.0,0.0,10.93,3.38,0.0
20201020:2010,0.0,0.0,0.0,0.0,10.65,3.38,0.0
20201020:2110,0.0,0.0,0.0,0.0,10.43,2.69,0.0
20201020:2210,0.0,0.0,0.0,0.0,10.2,2.0,0.0
20201020:2310,0.0,0.0,0.0,0.0,9.92,2.0,0.0
20201021:0010,0.0,0.0,0.0,0.0,10.04,2.14,0.0
20201021:0110,0.0,0.0,0.0,0.0,10.18,2.21,0.0
20201021:0210,0.0,0.0,0.0,0.0,10.08,2.21,0.0
20201021:0310,0.0,0.0,0.0,0.0,9.96,2.0,0.0
20201021:0410,0.0,0.0,0.0,0.0,9.84,1.66,0.0
20201021:0510,0.0,0.0,0.0,0.0,9.62,1.38,0.0
20201021:0610,0.0,0.0,0.0,0.0,9.54,1.52,0.0
20201021:0710,0.0,24.73,0.85,10.63,10.24,2.21,0.0
20201021:0810,43.29,121.37,4.39,17.87,10.62,2.76,0.0
20201021:0910,0.0,72.48,2.49,23.48,11.36,3.1,0.0
20201021:1010,0.0,88.69,3.05,26.94,13.46,3.38,0.0
20201021:1110,139.01,222.28,8.49,27.84,14.83,3.59,0.0
20201021:1210,2.07,123.14,4.25,26.06,15.71,3.59,0.0
20201021:1310,47.5,150.57,5.45,21.82,16.44,3.38,0.0
20201021:1410,75.98,118.3,4.39,15.61,17.11,3.86,0.0
20201021:1510,6.22,36.91,1.29,7.94,16.88,4.34,0.0
20201021:1610,0.0,0.0,0.0,0.0,16.49,4.62,0.0
20201021:1710,0.0,0.0,0.0,0.0,16.01,4.76,0.0
20201021:1810,0.0,0.0,0.0,0.0,15.65,4.97,0.0
20201021:1910,0.0,0.0,0.0,0.0,15.29,4.97,0.0
20201021:2010,0.0,0.0,0.0,0.0,15.42,5.52,0.0
20201021:2110,0.0,0.0,0.0,0.0,15.49,5.72,0.0
20201021:2210,0.0,0.0,0.0,0.0,15.44,5.72,0.0
20201021:2310,0.0,0.0,0.0,0.0,15.3,5.66,0.0
20201022:0010,0.0,0.0,0.0,0.0,15.1,5.38,0.0
20201022:0110,0.0,0.0,0.0,0.0,14.76,4.9,0.0
20201022:0210,0.0,0.0,0.0,0.0,14.36,4.48,0.0
20201022:0310,0.0,0.0,0.0,0.0,13.73,4.0,0.0
20201022:0410,0.0,0.0,0.0,0.0,13.2,3.52,0.0
20201022:0510,0.0,0.0,0.0,0.0,12.67,3.24,0.0
20201022:0610,0.0,0.0,0.0,0.0,12.3,3.03,0.0
20201022:0710,58.8,75.62,2.75,10.35,12.92,3.45,0.0
20201022:0810,390.85,133.61,7.53,17.57,14.27,2.97,0.0
20201022:0910,2.15,112.07,3.87,23.16,15.88,4.0,0.0
20201022:1010,83.17,198.7,7.32,26.6,16.73,4.07,0.0
20201022:1110,631.79,187.83,12.59,27.48,17.61,4.21,0.0
20201022:1210,599.1,176.99,11.77,25.7,18.07,4.55,0.0
20201022:1310,376.12,181.09,8.9,21.48,18.23,4.69,0.0
20201022:1410,311.77,125.34,6.27,15.28,18.0,4.14,0.0
20201022:1510,106.43,64.57,2.4,7.63,17.4,3.59,0.0
20201022:1610,0.0,0.0,0.0,0.0,16.24,3.31,0.0
20201022:1710,0.0,0.0,0.0,0.0,15.36,3.03,0.0
20201022:1810,0.0,0.0,0.0,0.0,14.56,2.97,0.0
20201022:1910,0.0,0.0,0.0,0.0,15.35,3.93,0.0
20201022:2010,0.0,0.0,0.0,0.0,15.51,4.21,0.0
20201022:2110,0.0,0.0,0.0,0.0,15.18,4.0,0.0
20201022:2210,0.0,0.0,0.0,0.0,14.78,3.86,0.0
20201022:2310,0.0,0.0,0.0,0.0,14.34,3.59,0.0
20201023:0010,0.0,0.0,0.0,0.0,14.02,3.24,0.0
20201023:0110,0.0,0.0,0.0,0.0,13.3,2.83,0.0
20201023:0210,0.0,0.0,0.0,0.0,12.99,2.41,0.0
20201023:0310,0.0,0.0,0.0,0.0,12.75,2.14,0.0
20201023:0410,0.0,0.0,0.0,0.0,12.76,1.79,0.0
20201023:0510,0.0,0.0,0.0,0.0,12.83,1.66,0.0
20201023:0610,0.0,0.0,0.0,0.0,12.75,1.66,0.0
20201023:0710,0.0,10.23,0.35,10.07,13.13,1.86,0.0
20201023:0810,0.0,34.96,1.2,17.26,13.78,2.41,0.0
20201023:0910,0.0,87.83,3.02,22.83,14.48,2.34,0.0
20201023:1010,0.0,39.23,1.35,26.25,14.51,2.0,0.0
20201023:1110,0.0,33.26,1.14,27.13,14.47,1.93,0.0
20201023:1210,0.0,45.2,1.55,25.35,14.48,2.07,0.0
20201023:1310,0.0,35.82,1.23,21.14,14.15,2.34,0.0
20201023:1410,0.0,34.11,1.17,14.96,13.92,2.62,0.0
20201023:1510,0.0,23.02,0.79,7.32,13.75,2.83,0.0
20201023:1610,0.0,0.0,0.0,0.0,13.48,3.03,0.0
20201023:1710,0.0,0.0,0.0,0.0,13.24,3.31,0.0
20201023:1810,0.0,0.0,0.0,0.0,13.09,3.45,0.0
20201023:1910,0.0,0.0,0.0,0.0,12.65,2.41,0.0
20201023:2010,0.0,0.0,0.0,0.0,12.33,2.21,0.0
20201023:2110,0.0,0.0,0.0,0.0,11.62,2.21,0.0
20201023:2210,0.0,0.0,0.0,0.0,11.33,2.34,0.0
20201023:2310,0.0,0.0,0.0,0.0,11.16,2.62,0.0
20201024:0010,0.0,0.0,0.0,0.0,11.41,2.69,0.0
20201024:0110,0.0,0.0,0.0,0.0,11.67,2.62,0.0
20201024:0210,0.0,0.0,0.0,0.0,11.2,2.34,0.0
20201024:0310,0.0,0.0,0.0,0.0,10.65,2.48,0.0
20201024:0410,0.0,0.0,0.0,0.0,10.3,2.76,0.0
20201024:0510,0.0,0.0,0.0,0.0,10.21,3.1,0.0
20201024:0610,0.0,0.0,0.0,0.0,10.3,3.38,0.0
20201024:0710,26.55,61.19,2.17,9.78,11.12,3.66,0.0
20201024:0810,298.06,147.18,6.77,16.96,11.67,3.66,0.0
20201024:0910,50.53,157.43,5.68,22.51,12.53,4.55,0.0
20201024:1010,350.18,229.59,10.19,25.91,13.55,4.48,0.0
20201024:1110,556.09,208.72,11.92,26.78,14.04,4.83,0.0
20201024:1210,145.53,207.59,7.91,25.0,14.46,4.97,0.0
20201024:1310,35.9,138.49,4.95,20.8,14.56,4.9,0.0
20201024:1410,270.68,128.23,5.8,14.64,14.5,4.69,0.0
20201024:1510,31.31,45.2,1.58,7.02,14.27,4.14,0.0
20201024:1610,0.0,0.0,0.0,0.0,13.96,4.07,0.0
20201024:1710,0.0,0.0,0.0,0.0,13.77,4.21,0.0
20201024:1810,0.0,0.0,0.0,0.0,13.58,4.28,0.0
20201024:1910,0.0,0.0,0.0,0.0,12.71,3.93,0.0
20201024:2010,0.0,0.0,0.0,0.0,12.23,3.79,0.0
20201024:2110,0.0,0.0,0.0,0.0,12.35,3.93,0.0
20201024:2210,0.0,0.0,0.0,0.0,12.31,3.93,0.0
20201024:2310,0.0,0.0,0.0,0.0,11.86,3.86,0.0
20201025:0010,0.0,0.0,0.0,0.0,11.33,3.72,0.0
20201025:0110,0.0,0.0,0.0,0.0,10.91,3.66,0.0
20201025:0210,0.0,0.0,0.0,0.0,10.68,3.59,0.0
20201025:0310,0.0,0.0,0.0,0.0,10.49,3.45,0.0
20201025:0410,0.0,0.0,0.0,0.0,10.36,3.45,0.0
20201025:0510,0.0,0.0,0.0,0.0,10.09,3.31,0.0
20201025:0610,0.0,0.0,0.0,0.0,9.77,3.24,0.0
20201025:0710,3.03,40.57,1.41,9.5,10.29,3.93,0.0
20201025:0810,2.42,72.87,2.52,16.66,11.45,3.52,0.0
20201025:0910,4.45,111.65,3.87,22.18,12.87,4.28,0.0
20201025:1010,8.58,136.33,4.74,25.57,14.09,4.41,0.0
20201025:1110,112.77,208.99,7.79,26.43,15.14,4.41,0.0
20201025:1210,4.33,124.42,4.31,24.66,15.6,4.0,0.0
20201025:1310,0.0,37.52,1.29,20.47,15.71,3.59,0.0
20201025:1410,10.21,78.77,2.75,14.32,15.45,3.24,0.0
20201025:1510,0.0,11.94,0.41,6.72,14.75,2.97,0.0
20201025:1610,0.0,0.0,0.0,0.0,13.98,2.83,0.0
20201025:1710,0.0,0.0,0.0,0.0,13.17,2.9,0.0
20201025:1810,0.0,0.0,0.0,0.0,12.6,3.1,0.0
20201025:1910,0.0,0.0,0.0,0.0,12.26,2.83,0.0
20201025:2010,0.0,0.0,0.0,0.0,12.06,2.69,0.0
20201025:2110,0.0,0.0,0.0,0.0,11.84,2.55,0.0
20201025:2210,0.0,0.0,0.0,0.0,11.7,2.41,0.0
20201025:2310,0.0,0.0,0.0,0.0,10.88,2.21,0.0
20201026:0010,0.0,0.0,0.0,0.0,10.13,2.0,0.0
20201026:0110,0.0,0.0,0.0,0.0,9.21,1.79,0.0
20201026:0210,0.0,0.0,0.0,0.0,8.27,1.52,0.0
20201026:0310,0.0,0.0,0.0,0.0,8.07,1.45,0.0
20201026:0410,0.0,0.0,0.0,0.0,7.99,1.52,0.0
20201026:0510,0.0,0.0,0.0,0.0,8.23,1.45,0.0
20201026:0610,0.0,0.0,0.0,0.0,8.46,1.52,0.0
20201026:0710,0.0,17.91,0.62,9.22,9.05,1.1,0.0
20201026:0810,0.0,18.76,0.64,16.36,9.65,0.83,0.0
20201026:0910,0.0,40.93,1.41,21.86,10.34,1.72,0.0
20201026:1010,0.0,37.52,1.29,25.23,10.39,2.34,0.0
20201026:1110,0.0,60.54,2.08,26.09,10.53,2.48,0.0
20201026:1210,34.99,159.55,5.68,24.32,10.65,2.55,0.0
20201026:1310,0.0,83.57,2.87,20.14,10.63,2.97,0.0
20201026:1410,0.0,31.55,1.08,14.01,10.59,2.97,0.0
20201026:1510,0.0,11.09,0.38,6.42,10.39,2.62,0.0
20201026:1610,0.0,0.0,0.0,0.0,9.69,2.62,0.0
20201026:1710,0.0,0.0,0.0,0.0,9.09,2.83,0.0
20201026:1810,0.0,0.0,0.0,0.0,8.7,3.1,0.0
20201026:1910,0.0,0.0,0.0,0.0,8.3,3.1,0.0
20201026:2010,0.0,0.0,0.0,0.0,8.02,3.17,0.0
20201026:2110,0.0,0.0,0.0,0.0,7.78,3.31,0.0
20201026:2210,0.0,0.0,0.0,0.0,7.62,3.31,0.0
20201026:2310,0.0,0.0,0.0,0.0,7.4,3.52,0.0
20201027:0010,0.0,0.0,0.0,0.0,7.2,3.59,0.0
20201027:0110,0.0,0.0,0.0,0.0,7.07,3.66,0.0
20201027:0210,0.0,0.0,0.0,0.0,6.87,3.52,0.0
20201027:0310,0.0,0.0,0.0,0.0,6.62,3.45,0.0
20201027:0410,0.0,0.0,0.0,0.0,6.34,3.45,0.0
20201027:0510,0.0,0.0,0.0,0.0,6.11,3.24,0.0
20201027:0610,0.0,0.0,0.0,0.0,6.03,3.24,0.0
20201027:0710,137.81,80.51,2.99,8.94,7.17,3.79,0.0
20201027:0810,0.0,62.25,2.14,16.06,8.0,5.66,0.0
20201027:0910,0.0,51.16,1.76,21.54,8.73,5.1,0.0
20201027:1010,0.0,91.24,3.13,24.9,9.62,5.52,0.0
20201027:1110,4.34,128.68,4.45,25.75,10.18,5.38,0.0
20201027:1210,0.0,89.54,3.08,23.98,10.42,4.76,0.0
20201027:1310,0.0,56.28,1.93,19.82,10.6,5.17,0.0
20201027:1410,0.0,58.84,2.02,13.7,10.73,5.1,0.0
20201027:1510,118.16,56.3,1.96,6.13,10.6,4.41,0.0
20201027:1610,0.0,0.0,0.0,0.0,9.98,4.21,0.0
20201027:1710,0.0,0.0,0.0,0.0,9.39,4.07,0.0
20201027:1810,0.0,0.0,0.0,0.0,8.93,4.14,0.0
20201027:1910,0.0,0.0,0.0,0.0,8.28,4.34,0.0
20201027:2010,0.0,0.0,0.0,0.0,8.0,4.34,0.0
20201027:2110,0.0,0.0,0.0,0.0,7.88,4.48,0.0
20201027:2210,0.0,0.0,0.0,0.0,8.02,4.62,0.0
20201027:2310,0.0,0.0,0.0,0.0,8.12,4.69,0.0
20201028:0010,0.0,0.0,0.0,0.0,8.25,4.76,0.0
20201028:0110,0.0,0.0,0.0,0.0,8.71,4.83,0.0
20201028:0210,0.0,0.0,0.0,0.0,9.28,4.97,0.0
20201028:0310,0.0,0.0,0.0,0.0,9.5,5.1,0.0
20201028:0410,0.0,0.0,0.0,0.0,9.41,5.03,0.0
20201028:0510,0.0,0.0,0.0,0.0,9.46,4.76,0.0
20201028:0610,0.0,0.0,0.0,0.0,9.6,4.41,0.0
20201028:0710,0.0,34.96,1.2,8.66,9.34,3.66,0.0
20201028:0810,60.97,116.92,4.22,15.76,9.6,3.45,0.0
20201028:0910,324.95,193.65,8.44,21.22,9.84,3.59,0.0
20201028:1010,442.6,215.69,10.4,24.57,10.07,3.93,0.0
20201028:1110,50.46,177.14,6.36,25.41,10.97,4.55,0.0
20201028:1210,248.14,214.25,8.61,23.65,11.76,4.07,0.0
20201028:1310,0.0,40.08,1.38,19.5,12.43,4.28,0.0
20201028:1410,18.92,80.81,2.84,13.4,12.12,4.97,0.0
20201028:1510,24.71,37.04,1.26,5.84,11.55,4.34,0.0
20201028:1610,0.0,0.0,0.0,0.0,10.98,4.0,0.0
20201028:1710,0.0,0.0,0.0,0.0,10.19,3.93,0.0
20201028:1810,0.0,0.0,0.0,0.0,9.84,4.0,0.0
20201028:1910,0.0,0.0,0.0,0.0,9.37,4.07,0.0
20201028:2010,0.0,0.0,0.0,0.0,9.29,4.48,0.0
20201028:2110,0.0,0.0,0.0,0.0,9.41,4.55,0.0
20201028:2210,0.0,0.0,0.0,0.0,9.41,4.83,0.0
20201028:2310,0.0,0.0,0.0,0.0,9.38,5.03,0.0
20201029:0010,0.0,0.0,0.0,0.0,9.33,5.31,0.0
20201029:0110,0.0,0.0,0.0,0.0,9.52,5.52,0.0
20201029:0210,0.0,0.0,0.0,0.0,9.46,5.45,0.0
20201029:0310,0.0,0.0,0.0,0.0,9.28,5.45,0.0
20201029:0410,0.0,0.0,0.0,0.0,9.22,4.83,0.0
20201029:0510,0.0,0.0,0.0,0.0,8.55,4.41,0.0
20201029:0610,0.0,0.0,0.0,0.0,7.94,4.41,0.0
20201029:0710,10.2,44.69,1.55,8.38,8.07,4.28,0.0
20201029:0810,444.19,116.38,7.0,15.46,8.44,4.48,0.0
20201029:0910,496.9,170.72,9.43,20.91,8.77,5.1,0.0
20201029:1010,612.83,182.33,11.36,24.24,9.33,5.79,0.0
20201029:1110,15.52,149.04,5.21,25.07,9.69,6.0,0.0
20201029:1210,106.23,188.46,6.94,23.32,10.21,5.66,0.0
20201029:1310,40.74,132.27,4.72,19.18,10.6,5.52,0.0
20201029:1410,283.93,121.72,5.33,13.1,10.63,5.03,0.0
20201029:1510,60.38,41.58,1.46,5.56,10.26,4.48,0.0
20201029:1610,0.0,0.0,0.0,0.0,9.29,3.86,0.0
20201029:1710,0.0,0.0,0.0,0.0,9.02,3.59,0.0
20201029:1810,0.0,0.0,0.0,0.0,8.64,3.38,0.0
20201029:1910,0.0,0.0,0.0,0.0,8.5,3.45,0.0
20201029:2010,0.0,0.0,0.0,0.0,8.32,3.17,0.0
20201029:2110,0.0,0.0,0.0,0.0,8.26,2.76,0.0
20201029:2210,0.0,0.0,0.0,0.0,8.19,2.76,0.0
20201029:2310,0.0,0.0,0.0,0.0,8.38,3.24,0.0
20201030:0010,0.0,0.0,0.0,0.0,8.79,3.72,0.0
20201030:0110,0.0,0.0,0.0,0.0,9.19,4.41,0.0
20201030:0210,0.0,0.0,0.0,0.0,9.62,4.69,0.0
20201030:0310,0.0,0.0,0.0,0.0,9.95,4.62,0.0
20201030:0410,0.0,0.0,0.0,0.0,10.29,4.69,0.0
20201030:0510,0.0,0.0,0.0,0.0,10.69,4.9,0.0
20201030:0610,0.0,0.0,0.0,0.0,11.05,4.97,0.0
20201030:0710,0.0,27.29,0.94,8.1,11.33,5.03,0.0
20201030:0810,0.0,35.82,1.23,15.17,11.66,5.24,0.0
20201030:0910,0.0,33.26,1.14,20.59,11.84,5.24,0.0
20201030:1010,4.52,116.76,4.04,23.91,12.02,5.31,0.0
20201030:1110,0.0,89.54,3.08,24.74,12.08,5.31,0.0
20201030:1210,0.0,74.19,2.55,22.99,12.15,5.31,0.0
20201030:1310,0.0,46.05,1.58,18.87,12.27,5.24,0.0
20201030:1410,8.43,67.3,2.34,12.8,12.36,5.24,0.0
20201030:1510,0.0,4.26,0.15,5.28,12.4,5.03,0.0
20201030:1610,0.0,0.0,0.0,0.0,12.38,4.76,0.0
20201030:1710,0.0,0.0,0.0,0.0,12.38,4.55,0.0
20201030:1810,0.0,0.0,0.0,0.0,12.36,4.41,0.0
20201030:1910,0.0,0.0,0.0,0.0,12.07,4.48,0.0
20201030:2010,0.0,0.0,0.0,0.0,11.98,4.28,0.0
20201030:2110,0.0,0.0,0.0,0.0,11.86,4.07,0.0
20201030:2210,0.0,0.0,0.0,0.0,11.82,3.86,0.0
20201030:2310,0.0,0.0,0.0,0.0,11.81,3.72,0.0
20201031:0010,0.0,0.0,0.0,0.0,11.82,3.66,0.0
20201031:0110,0.0,0.0,0.0,0.0,11.76,3.52,0.0
20201031:0210,0.0,0.0,0.0,0.0,11.78,3.45,0.0
20201031:0310,0.0,0.0,0.0,0.0,11.76,3.24,0.0
20201031:0410,0.0,0.0,0.0,0.0,11.73,2.97,0.0
20201031:0510,0.0,0.0,0.0,0.0,11.69,2.69,0.0
20201031:0610,0.0,0.0,0.0,0.0,11.61,2.34,0.0
20201031:0710,14.48,43.05,1.49,7.83,11.5,2.0,0.0
20201031:0810,80.1,115.73,4.19,14.87,11.88,2.14,0.0
20201031:0910,14.35,117.21,4.1,20.28,12.4,2.28,0.0
20201031:1010,0.0,97.21,3.34,23.59,13.03,2.0,0.0
20201031:1110,0.0,75.89,2.61,24.42,13.51,1.66,0.0
20201031:1210,67.02,167.03,6.03,22.67,13.91,1.72,0.0
20201031:1310,0.0,69.92,2.4,18.57,14.8,2.41,0.0
20201031:1410,0.0,34.96,1.2,12.51,14.6,2.28,0.0
20201031:1510,0.0,16.2,0.56,5.0,14.25,2.41,0.0
20201031:1610,0.0,0.0,0.0,0.0,13.37,2.48,0.0
20201031:1710,0.0,0.0,0.0,0.0,12.35,2.83,0.0
20201031:1810,0.0,0.0,0.0,0.0,11.56,3.1,0.0
20201031:1910,0.0,0.0,0.0,0.0,10.07,2.41,0.0
20201031:2010,0.0,0.0,0.0,0.0,9.8,2.34,0.0
20201031:2110,0.0,0.0,0.0,0.0,9.5,2.41,0.0
20201031:2210,0.0,0.0,0.0,0.0,9.31,2.41,0.0
20201031:2310,0.0,0.0,0.0,0.0,9.63,2.41,0.0
20201101:0010,0.0,0.0,0.0,0.0,10.18,2.28,0.0
20201101:0110,0.0,0.0,0.0,0.0,10.26,2.34,0.0
20201101:0210,0.0,0.0,0.0,0.0,10.27,2.41,0.0
20201101:0310,0.0,0.0,0.0,0.0,10.34,2.34,0.0
20201101:0410,0.0,0.0,0.0,0.0,10.75,2.34,0.0
20201101:0510,0.0,0.0,0.0,0.0,11.02,2.62,0.0
20201101:0610,0.0,0.0,0.0,0.0,10.98,2.69,0.0
20201101:0710,0.0,14.5,0.5,7.55,10.58,2.76,0.0
20201101:0810,21.73,88.24,3.1,14.58,11.14,2.69,0.0
20201101:0910,16.95,116.92,4.1,19.98,11.45,2.97,0.0
20201101:1010,157.05,196.12,7.41,23.27,11.96,3.38,0.0
20201101:1110,0.0,63.1,2.17,24.09,12.9,3.59,0.0
20201101:1210,0.0,68.22,2.34,22.36,14.05,4.0,0.0
20201101:1310,0.0,78.45,2.69,18.26,14.24,3.79,0.0
20201101:1410,0.0,12.79,0.44,12.23,14.13,4.28,0.0
20201101:1510,0.0,11.94,0.41,4.73,13.92,4.21,0.0
20201101:1610,0.0,0.0,0.0,0.0,13.91,4.41,0.0
20201101:1710,0.0,0.0,0.0,0.0,14.11,4.55,0.0
20201101:1810,0.0,0.0,0.0,0.0,14.31,4.48,0.0
20201101:1910,0.0,0.0,0.0,0.0,14.05,4.69,0.0
20201101:2010,0.0,0.0,0.0,0.0,14.15,4.62,0.0
20201101:2110,0.0,0.0,0.0,0.0,14.24,4.55,0.0
20201101:2210,0.0,0.0,0.0,0.0,14.3,4.55,0.0
20201101:2310,0.0,0.0,0.0,0.0,14.42,4.69,0.0
20201102:0010,0.0,0.0,0.0,0.0,14.6,4.83,0.0
20201102:0110,0.0,0.0,0.0,0.0,14.77,4.97,0.0
20201102:0210,0.0,0.0,0.0,0.0,14.76,5.03,0.0
20201102:0310,0.0,0.0,0.0,0.0,14.76,5.17,0.0
20201102:0410,0.0,0.0,0.0,0.0,14.85,5.31,0.0
20201102:0510,0.0,0.0,0.0,0.0,15.0,5.45,0.0
20201102:0610,0.0,0.0,0.0,0.0,15.16,5.31,0.0
20201102:0710,0.0,22.17,0.76,7.28,15.52,5.45,0.0
20201102:0810,2.76,67.0,2.31,14.29,15.92,5.72,0.0
20201102:0910,4.9,100.68,3.49,19.67,16.5,6.0,0.0
20201102:1010,4.67,115.11,3.98,22.95,17.15,5.45,0.0
20201102:1110,20.79,146.03,5.13,23.77,17.73,6.21,0.0
20201102:1210,4.73,113.44,3.92,22.04,18.07,6.76,0.0
20201102:1310,164.43,159.54,6.0,17.97,18.23,6.14,0.0
20201102:1410,286.78,109.21,4.77,11.95,18.28,5.79,0.0
20201102:1510,31.75,27.47,0.97,4.47,17.84,5.17,0.0
20201102:1610,0.0,0.0,0.0,0.0,17.31,4.83,0.0
20201102:1710,0.0,0.0,0.0,0.0,17.3,4.69,0.0
20201102:1810,0.0,0.0,0.0,0.0,17.36,4.62,0.0
20201102:1910,0.0,0.0,0.0,0.0,17.41,4.83,0.0
20201102:2010,0.0,0.0,0.0,0.0,17.46,4.83,0.0
20201102:2110,0.0,0.0,0.0,0.0,17.03,4.76,0.0
20201102:2210,0.0,0.0,0.0,0.0,16.09,4.55,0.0
20201102:2310,0.0,0.0,0.0,0.0,14.35,4.62,0.0
20201103:0010,0.0,0.0,0.0,0.0,12.65,3.93,0.0
20201103:0110,0.0,0.0,0.0,0.0,11.88,3.72,0.0
20201103:0210,0.0,0.0,0.0,0.0,10.9,3.52,0.0
20201103:0310,0.0,0.0,0.0,0.0,10.03,3.52,0.0
20201103:0410,0.0,0.0,0.0,0.0,9.17,3.38,0.0
20201103:0510,0.0,0.0,0.0,0.0,8.59,3.17,0.0
20201103:0610,0.0,0.0,0.0,0.0,8.31,2.9,0.0
20201103:0710,32.05,46.54,1.58,7.01,8.61,2.76,0.0
20201103:0810,36.55,95.57,3.37,14.0,9.4,2.62,0.0
20201103:0910,595.84,135.58,9.26,19.37,9.91,3.1,0.0
20201103:1010,710.35,140.96,11.13,22.64,10.67,3.1,0.0
20201103:1110,831.13,101.95,12.01,23.46,11.14,2.62,0.0
20201103:1210,200.75,199.21,7.59,21.74,11.5,2.41,0.0
20201103:1310,356.48,167.32,7.38,17.67,11.6,2.41,0.0
20201103:1410,0.0,46.05,1.58,11.67,11.45,2.34,0.0
20201103:1510,5.6,18.52,0.64,4.21,11.14,2.21,0.0
20201103:1610,0.0,0.0,0.0,0.0,10.62,2.28,0.0
20201103:1710,0.0,0.0,0.0,0.0,10.26,2.55,0.0
20201103:1810,0.0,0.0,0.0,0.0,10.04,2.97,0.0
20201103:1910,0.0,0.0,0.0,0.0,9.87,3.31,0.0
20201103:2010,0.0,0.0,0.0,0.0,9.61,3.59,0.0
20201103:2110,0.0,0.0,0.0,0.0,9.45,3.72,0.0
20201103:2210,0.0,0.0,0.0,0.0,9.11,3.59,0.0
20201103:2310,0.0,0.0,0.0,0.0,8.65,3.31,0.0
20201104:0010,0.0,0.0,0.0,0.0,8.08,3.17,0.0
20201104:0110,0.0,0.0,0.0,0.0,7.34,3.1,0.0
20201104:0210,0.0,0.0,0.0,0.0,6.71,2.97,0.0
20201104:0310,0.0,0.0,0.0,0.0,5.92,2.76,0.0
20201104:0410,0.0,0.0,0.0,0.0,5.23,2.55,0.0
20201104:0510,0.0,0.0,0.0,0.0,4.63,2.34,0.0
20201104:0610,0.0,0.0,0.0,0.0,4.13,2.34,0.0
20201104:0710,112.12,63.1,2.08,6.74,4.13,2.41,0.0
20201104:0810,497.83,91.78,6.44,13.72,5.46,2.21,0.0
20201104:0910,588.35,137.9,9.11,19.07,6.95,2.83,0.0
20201104:1010,598.82,179.4,10.51,22.33,8.1,3.03,0.0
20201104:1110,254.79,219.3,8.55,23.15,9.0,3.1,0.0
20201104:1210,321.45,207.83,8.52,21.43,9.62,3.1,0.0
20201104:1310,538.22,133.55,8.23,17.38,9.83,2.83,0.0
20201104:1410,351.85,103.97,4.95,11.4,9.67,2.14,0.0
20201104:1510,83.2,29.69,1.08,3.96,9.12,1.52,0.0
20201104:1610,0.0,0.0,0.0,0.0,7.71,1.79,0.0
20201104:1710,0.0,0.0,0.0,0.0,6.21,2.0,0.0
